"","2019_12","V2"
"1",281.353424072266,1
"2",82.4283065795898,1
"3",150.041854858398,1
"4",164.041854858398,1
"5",202.587463378906,1
"6",283.524017333984,2
"7",91.572380065918,2
"8",147.484069824219,2
"9",161.484069824219,2
"10",207.124526977539,2
"11",285.716979980469,3
"12",95.099723815918,3
"13",144.063903808594,3
"14",158.063903808594,3
"15",198.988220214844,3
"16",291.11181640625,4
"17",99.2982025146484,4
"18",140.177947998047,4
"19",154.177947998047,4
"20",200.778869628906,4
"21",297.057342529297,5
"22",98.5875396728516,5
"23",144.637542724609,5
"24",158.637542724609,5
"25",200.471755981445,5
"26",284.375579833984,6
"27",93.4447479248047,6
"28",142.264190673828,6
"29",156.264190673828,6
"30",198.134735107422,6
"31",290.151794433594,7
"32",80.1859664916992,7
"33",145.852111816406,7
"34",159.852111816406,7
"35",211.22119140625,7
"36",272.934814453125,8
"37",77.1083602905273,8
"38",146.498748779297,8
"39",160.498748779297,8
"40",225.698028564453,8
"41",285.468536376953,9
"42",91.9787216186523,9
"43",143.087097167969,9
"44",157.087097167969,9
"45",210.105499267578,9
"46",275.512420654297,10
"47",83.5591506958008,10
"48",147.825332641602,10
"49",161.825332641602,10
"50",207.239959716797,10
"51",296.427795410156,11
"52",86.9672927856445,11
"53",146.061248779297,11
"54",160.061248779297,11
"55",197.319076538086,11
"56",288.352935791016,12
"57",91.6892547607422,12
"58",147.676055908203,12
"59",161.676055908203,12
"60",204.717376708984,12
"61",296.379455566406,13
"62",99.5766830444336,13
"63",145.876205444336,13
"64",159.876205444336,13
"65",201.755325317383,13
"66",298.762634277344,14
"67",92.2957229614258,14
"68",149.907196044922,14
"69",163.907196044922,14
"70",208.521102905273,14
"71",301.929229736328,15
"72",98.7287139892578,15
"73",139.199951171875,15
"74",153.199951171875,15
"75",201.67805480957,15
"76",302.315032958984,16
"77",101.842491149902,16
"78",148.168197631836,16
"79",162.168197631836,16
"80",216.523498535156,16
"81",287.361999511719,17
"82",84.284553527832,17
"83",148.021041870117,17
"84",162.021041870117,17
"85",211.651962280273,17
"86",293.199310302734,18
"87",94.9849166870117,18
"88",149.011856079102,18
"89",163.011856079102,18
"90",224.832321166992,18
"91",287.109558105469,19
"92",84.284553527832,19
"93",148.052993774414,19
"94",162.052993774414,19
"95",211.671310424805,19
"96",288.204956054688,20
"97",97.5524444580078,20
"98",145.187210083008,20
"99",159.187210083008,20
"100",203.794784545898,20
"101",287.001129150391,21
"102",88.4017105102539,21
"103",147.723266601562,21
"104",161.723266601562,21
"105",209.553298950195,21
"106",282.455474853516,22
"107",94.2106018066406,22
"108",147.21174621582,22
"109",161.21174621582,22
"110",213.193328857422,22
"111",294.328063964844,23
"112",107.311477661133,23
"113",140.151947021484,23
"114",154.151947021484,23
"115",192.708572387695,23
"116",285.918395996094,24
"117",92.2241134643555,24
"118",146.694534301758,24
"119",160.694534301758,24
"120",212.13948059082,24
"121",285.591918945312,25
"122",96.8728485107422,25
"123",151.371887207031,25
"124",165.371887207031,25
"125",209.632278442383,25
"126",302.338806152344,26
"127",80.3831634521484,26
"128",143.201141357422,26
"129",157.201141357422,26
"130",204.290954589844,26
"131",277.366607666016,27
"132",95.3479614257812,27
"133",145.339111328125,27
"134",159.339111328125,27
"135",206.962371826172,27
"136",292.169219970703,28
"137",98.2321319580078,28
"138",143.328689575195,28
"139",157.328689575195,28
"140",194.70979309082,28
"141",285.419616699219,29
"142",99.5348968505859,29
"143",143.709579467773,29
"144",157.709579467773,29
"145",196.701843261719,29
"146",281.149536132812,30
"147",91.9924163818359,30
"148",155.35139465332,30
