"","2019_12","V2"
"149",169.35139465332,30
"150",220.872909545898,30
"151",305.542083740234,31
"152",78.4310913085938,31
"153",144.907958984375,31
"154",158.907958984375,31
"155",206.346740722656,31
"156",293.369659423828,32
"157",92.1362228393555,32
"158",142.39485168457,32
"159",156.39485168457,32
"160",200.055999755859,32
"161",295.809906005859,33
"162",84.2979202270508,33
"163",149.656951904297,33
"164",163.656951904297,33
"165",220.238494873047,33
"166",296.943511962891,34
"167",91.3652801513672,34
"168",140.490371704102,34
"169",154.490371704102,34
"170",204.29670715332,34
"171",302.193725585938,35
"172",89.4718780517578,35
"173",144.488433837891,35
"174",158.488433837891,35
"175",211.420166015625,35
"176",293.406433105469,36
"177",99.4726409912109,36
"178",140.448577880859,36
"179",154.448577880859,36
"180",220.234970092773,36
"181",285.230590820312,37
"182",99.8694000244141,37
"183",160.585708618164,37
"184",174.585708618164,37
"185",225.68537902832,37
"186",287.276062011719,38
"187",105.553031921387,38
"188",159.143249511719,38
"189",173.143249511719,38
"190",228.381698608398,38
"191",285.618041992188,39
"192",106.765586853027,39
"193",143.331924438477,39
"194",157.331924438477,39
"195",210.36213684082,39
"196",291.611053466797,40
"197",106.891937255859,40
"198",153.919845581055,40
"199",167.919845581055,40
"200",215.360961914062,40
"201",290.077239990234,41
"202",105.190673828125,41
"203",144.460586547852,41
"204",158.460586547852,41
"205",215.458358764648,41
"206",295.791656494141,42
"207",107.141906738281,42
"208",154.611343383789,42
"209",168.611343383789,42
"210",227.556976318359,42
"211",295.791656494141,43
"212",107.141906738281,43
"213",154.611343383789,43
"214",168.611343383789,43
"215",227.556976318359,43
"216",298.538146972656,44
"217",105.620574951172,44
"218",145.689178466797,44
"219",159.689178466797,44
"220",223.192291259766,44
"221",295.791656494141,45
"222",107.141906738281,45
"223",154.611343383789,45
"224",168.611343383789,45
"225",227.556976318359,45
"226",295.641632080078,46
"227",110.368965148926,46
"228",155.255279541016,46
"229",169.255279541016,46
"230",229.873062133789,46
"231",289.062286376953,47
"232",97.0314331054688,47
"233",148.442672729492,47
"234",162.442672729492,47
"235",207.221466064453,47
"236",290.683990478516,48
"237",92.6285705566406,48
"238",152.209609985352,48
"239",166.209609985352,48
"240",217.294921875,48
"241",282.629669189453,49
"242",97.0845947265625,49
"243",145.426620483398,49
"244",159.426620483398,49
"245",201.045318603516,49
"246",290.482940673828,50
"247",93.712516784668,50
"248",151.982666015625,50
"249",165.982666015625,50
"250",217.652389526367,50
"251",286.309814453125,51
"252",102.27099609375,51
"253",147.234481811523,51
"254",161.234481811523,51
"255",205.502410888672,51
"256",295.058044433594,52
"257",91.0134658813477,52
"258",148.969467163086,52
"259",162.969467163086,52
"260",211.839385986328,52
"261",306.547271728516,53
"262",84.8548126220703,53
"263",133.260818481445,53
"264",147.260818481445,53
"265",201.038879394531,53
"266",299.34375,54
"267",88.9094009399414,54
"268",141.680603027344,54
"269",155.680603027344,54
"270",201.850769042969,54
"271",293.338165283203,55
"272",94.8372192382812,55
"273",140.906692504883,55
"274",154.906692504883,55
"275",194.236999511719,55
"276",285.139953613281,56
"277",93.0878677368164,56
"278",150.512985229492,56
"279",164.512985229492,56
"280",208.240051269531,56
"281",293.213958740234,57
"282",95.0208587646484,57
"283",140.954040527344,57
"284",154.954040527344,57
"285",193.507247924805,57
"286",284.342254638672,58
"287",93.7325973510742,58
"288",151.453674316406,58
"289",165.453674316406,58
"290",208.175109863281,58
"291",285.714172363281,59
"292",89.845573425293,59
"293",147.476181030273,59
"294",161.476181030273,59
"295",205.978881835938,59
"296",285.714172363281,60
"297",89.845573425293,60
"298",147.476181030273,60
"299",161.476181030273,60
"300",205.978881835938,60
"301",293.258392333984,61
"302",95.3524780273438,61
"303",140.804306030273,61
"304",154.804306030273,61
"305",192.997665405273,61
"306",282.701690673828,62
"307",93.0039901733398,62
"308",153.383438110352,62
"309",167.383438110352,62
"310",207.908126831055,62
"311",293.192443847656,63
"312",95.0299606323242,63
"313",140.883590698242,63
"314",154.883590698242,63
"315",193.69677734375,63
"316",283.700622558594,64
"317",92.9333038330078,64
"318",152.166213989258,64
"319",166.166213989258,64
"320",208.091674804688,64
"321",293.123626708984,65
"322",95.6230010986328,65
"323",140.954956054688,65
"324",154.954956054688,65
"325",193.47917175293,65
"326",284.622924804688,66
"327",92.8637619018555,66
"328",151.07795715332,66
"329",165.07795715332,66
"330",207.810928344727,66
"331",285.948669433594,67
"332",89.5459213256836,67
"333",146.979721069336,67
"334",160.979721069336,67
"335",206.987319946289,67
"336",293.338165283203,68
"337",94.8372192382812,68
"338",140.906692504883,68
"339",154.906692504883,68
"340",194.236999511719,68
"341",285.964172363281,69
"342",89.6626205444336,69
"343",147.431518554688,69
"344",161.431518554688,69
"345",206.671447753906,69
"346",318.835754394531,70
"347",114.841064453125,70
"348",147.76708984375,70
"349",161.76708984375,70
"350",212.808059692383,70
"351",313.230834960938,71
"352",106.233825683594,71
"353",152.549041748047,71
"354",166.549041748047,71
"355",208.071884155273,71
"356",311.566467285156,72
"357",106.780311584473,72
"358",149.107574462891,72
"359",163.107574462891,72
"360",220.467758178711,72
"361",293.2021484375,73
"362",95.6787033081055,73
"363",148.951965332031,73
"364",162.951965332031,73
"365",206.492370605469,73
"366",293.2021484375,74
"367",95.6787033081055,74
"368",148.951965332031,74
"369",162.951965332031,74
"370",206.492370605469,74
"371",300.421905517578,75
"372",87.5671615600586,75
"373",141.517883300781,75
"374",155.517883300781,75
"375",212.036468505859,75
"376",303.684661865234,76
"377",86.5481643676758,76
"378",136.496200561523,76
"379",150.496200561523,76
"380",194.410980224609,76
"381",305.003814697266,77
"382",88.1699600219727,77
"383",147.386184692383,77
"384",161.386184692383,77
"385",208.945358276367,77
"386",305.675720214844,78
"387",77.471549987793,78
"388",144.816146850586,78
"389",158.816146850586,78
"390",205.193298339844,78
"391",305.787445068359,79
"392",80.2756042480469,79
"393",128.643890380859,79
"394",142.643890380859,79
"395",195.169006347656,79
"396",307.81689453125,80
"397",91.1342468261719,80
"398",143.683532714844,80
"399",157.683532714844,80
"400",195.43571472168,80
"401",291.546112060547,81
"402",80.3548965454102,81
"403",128.828857421875,81
"404",142.828857421875,81
"405",209.384918212891,81
