name,position in array,low,high,stepsize,optguess,minbound,maxbound,derived params
MaxAssimilationRate,FALSE,30,40,0.1,35,30,40,
SpecificLeafArea,0,0.0015,0.0025,0.0001,0.0017,0.0015,0.0025,
SpecificLeafArea,1,0.0015,0.0025,0.0001,0.0019,0.0015,0.0025,
SpecificLeafArea,2,0.0015,0.003,0.0001,0.0019,0.0015,0.003,
SpecificLeafArea,3,0.0015,0.003,0.0001,0.0016,0.0015,0.003,
SpecificLeafArea,4,0.0015,0.003,0.0001,0.0015,0.0015,0.003,
SpecificLeafArea,5,0.0015,0.003,0.0001,0.0015,0.0015,0.003,
RootPenetrationRate,FALSE,0.0004,0.0010,0.0001,0.0006,0.0004,0.0011,
