Date	Precipitation	TempMin	TempMean	TempMax	Radiation	SunshineDuration	SoilMoisture	SoilTemperature	Windspeed	RefETcalc	RefETdwd	RelHumCalc	Gridcell
1951-01-01	0.0	-8.4	-2.1	-0.1	4283	3.5	-999.0	-999.0	2.7	0.6	-999.0	69	C_424:R_756
1951-01-02	2.0	-10.4	-4.5	0.9	2443	0.1	-999.0	-999.0	2.5	0.8	-999.0	61	C_424:R_756
1951-01-03	0.2	-6.9	-0.1	1.4	2404	0.0	-999.0	-999.0	1.8	0.6	-999.0	70	C_424:R_756
1951-01-04	0.0	-6.9	-3.4	0.5	3361	1.7	-999.0	-999.0	2.6	0.6	-999.0	72	C_424:R_756
1951-01-05	0.0	-6.0	2.9	8.1	4773	4.2	-999.0	-999.0	3.1	1.3	-999.0	56	C_424:R_756
1951-01-06	0.0	-2.0	2.4	7.3	5810	6.0	-999.0	-999.0	2.3	0.8	-999.0	68	C_424:R_756
1951-01-07	0.1	-3.9	2.6	6.6	2985	0.9	-999.0	-999.0	5.3	1.4	-999.0	65	C_424:R_756
1951-01-08	0.0	-0.5	1.2	6.2	5835	5.9	-999.0	-999.0	3.4	0.8	-999.0	75	C_424:R_756
1951-01-09	0.0	-4.1	0.2	4.3	2638	0.2	-999.0	-999.0	3.7	1.0	-999.0	70	C_424:R_756
1951-01-10	0.0	-6.9	-2.8	2.3	5524	5.2	-999.0	-999.0	2.2	0.7	-999.0	67	C_424:R_756
1951-01-11	0.0	-6.3	2.5	8.3	5166	4.5	-999.0	-999.0	4.1	1.5	-999.0	55	C_424:R_756
1951-01-12	2.6	-2.7	1.3	5.6	4457	3.2	-999.0	-999.0	3.0	0.9	-999.0	71	C_424:R_756
1951-01-13	3.4	-0.5	0.4	2.4	2746	0.2	-999.0	-999.0	2.6	0.5	-999.0	86	C_424:R_756
1951-01-14	0.0	-1.0	0.9	4.6	6306	6.2	-999.0	-999.0	3.5	0.7	-999.0	78	C_424:R_756
1951-01-15	1.4	-3.8	0.7	5.7	2688	0.0	-999.0	-999.0	3.7	1.1	-999.0	67	C_424:R_756
1951-01-16	1.1	-1.8	-0.1	1.4	2839	0.2	-999.0	-999.0	3.6	0.6	-999.0	85	C_424:R_756
1951-01-17	8.0	-2.9	1.3	3.0	4679	3.2	-999.0	-999.0	3.8	0.8	-999.0	77	C_424:R_756
1951-01-18	5.3	1.4	3.1	5.4	2786	0.0	-999.0	-999.0	5.4	0.9	-999.0	83	C_424:R_756
1951-01-19	4.1	0.5	1.7	2.7	2821	0.0	-999.0	-999.0	5.4	0.6	-999.0	89	C_424:R_756
1951-01-20	34.8	-0.1	2.7	4.8	2857	0.0	-999.0	-999.0	4.5	0.9	-999.0	80	C_424:R_756
1951-01-21	2.4	-1.1	-0.5	2.9	2895	0.0	-999.0	-999.0	2.5	0.6	-999.0	83	C_424:R_756
1951-01-22	0.2	-1.9	0.1	2.5	2933	0.0	-999.0	-999.0	1.5	0.5	-999.0	81	C_424:R_756
1951-01-23	0.1	-1.2	1.5	2.9	2973	0.0	-999.0	-999.0	0.9	0.4	-999.0	82	C_424:R_756
1951-01-24	0.0	-0.9	-0.3	1.8	3014	0.0	-999.0	-999.0	2.2	0.5	-999.0	87	C_424:R_756
1951-01-25	0.0	-2.4	-1.6	0.1	3056	0.0	-999.0	-999.0	2.9	0.5	-999.0	87	C_424:R_756
1951-01-26	0.0	-4.8	-2.0	0.0	4989	2.9	-999.0	-999.0	1.7	0.5	-999.0	80	C_424:R_756
1951-01-27	0.1	-3.0	-0.3	1.6	3143	0.0	-999.0	-999.0	1.6	0.5	-999.0	81	C_424:R_756
1951-01-28	0.0	-1.9	-0.8	0.1	3189	0.0	-999.0	-999.0	1.7	0.4	-999.0	89	C_424:R_756
1951-01-29	0.0	-1.3	-0.3	0.3	3235	0.0	-999.0	-999.0	1.5	0.4	-999.0	90	C_424:R_756
1951-01-30	0.0	-1.2	-0.6	0.5	3283	0.0	-999.0	-999.0	1.4	0.4	-999.0	90	C_424:R_756
1951-01-31	0.2	-3.5	-0.4	1.1	3332	0.0	-999.0	-999.0	1.3	0.5	-999.0	81	C_424:R_756
1951-02-01	0.2	-1.0	0.5	2.1	3796	0.6	-999.0	-999.0	0.7	0.4	-999.0	86	C_424:R_756
1951-02-02	0.0	-0.7	0.5	2.0	3433	0.0	-999.0	-999.0	1.4	0.5	-999.0	87	C_424:R_756
1951-02-03	0.0	-2.6	-1.8	0.0	3485	0.0	-999.0	-999.0	2.3	0.5	-999.0	87	C_424:R_756
1951-02-04	0.0	-3.7	0.1	4.3	7450	5.5	-999.0	-999.0	3.4	1.0	-999.0	71	C_424:R_756
1951-02-05	4.0	-0.8	3.9	9.2	3593	0.0	-999.0	-999.0	2.6	1.2	-999.0	67	C_424:R_756
1951-02-06	9.0	0.1	1.2	2.7	3648	0.0	-999.0	-999.0	1.9	0.5	-999.0	87	C_424:R_756
1951-02-07	4.1	-0.1	1.0	3.1	3704	0.0	-999.0	-999.0	1.7	0.5	-999.0	85	C_424:R_756
1951-02-08	0.0	-3.0	0.5	3.0	8055	5.8	-999.0	-999.0	3.0	0.9	-999.0	77	C_424:R_756
1951-02-09	0.0	-2.8	-0.2	5.1	7184	4.5	-999.0	-999.0	2.6	1.0	-999.0	72	C_424:R_756
1951-02-10	0.0	-2.2	0.7	4.4	3879	0.0	-999.0	-999.0	1.8	0.8	-999.0	75	C_424:R_756
1951-02-11	0.0	-1.8	4.4	12.6	5999	2.7	-999.0	-999.0	2.5	1.6	-999.0	57	C_424:R_756
1951-02-12	0.0	-0.5	2.5	6.4	6004	2.6	-999.0	-999.0	1.3	0.8	-999.0	75	C_424:R_756
1951-02-13	9.7	-2.7	1.6	6.0	4452	0.5	-999.0	-999.0	1.9	0.9	-999.0	69	C_424:R_756
1951-02-14	0.0	0.5	4.1	6.7	4126	0.0	-999.0	-999.0	2.3	0.9	-999.0	77	C_424:R_756
1951-02-15	1.1	-1.0	3.3	7.9	9430	6.6	-999.0	-999.0	1.2	1.0	-999.0	69	C_424:R_756
1951-02-16	0.0	0.1	1.3	3.8	4255	0.0	-999.0	-999.0	1.2	0.6	-999.0	84	C_424:R_756
1951-02-17	2.5	-2.3	3.8	10.6	10394	7.5	-999.0	-999.0	3.6	1.8	-999.0	60	C_424:R_756
1951-02-18	3.1	-1.7	0.1	7.4	6759	2.9	-999.0	-999.0	4.7	1.5	-999.0	69	C_424:R_756
1951-02-19	0.0	-4.4	1.8	7.2	6767	2.8	-999.0	-999.0	3.8	1.5	-999.0	62	C_424:R_756
1951-02-20	0.0	0.5	2.7	8.3	9776	6.3	-999.0	-999.0	3.9	1.4	-999.0	72	C_424:R_756
1951-02-21	2.4	0.4	3.7	7.5	5434	1.0	-999.0	-999.0	4.5	1.3	-999.0	74	C_424:R_756
1951-02-22	4.1	0.2	2.1	5.7	7722	3.6	-999.0	-999.0	3.7	1.1	-999.0	79	C_424:R_756
1951-02-23	0.1	-0.3	1.2	5.3	9968	6.1	-999.0	-999.0	4.1	1.2	-999.0	78	C_424:R_756
1951-02-24	1.9	-4.3	0.0	3.6	7316	2.9	-999.0	-999.0	1.9	0.9	-999.0	71	C_424:R_756
1951-02-25	1.0	-1.0	0.5	3.9	6450	1.8	-999.0	-999.0	1.1	0.8	-999.0	80	C_424:R_756
1951-02-26	0.0	-3.0	0.0	1.0	4948	0.0	-999.0	-999.0	1.4	0.6	-999.0	83	C_424:R_756
1951-02-27	0.0	-1.4	-0.1	1.7	6714	1.9	-999.0	-999.0	1.4	0.7	-999.0	85	C_424:R_756
1951-02-28	0.0	-3.5	-1.8	0.5	7253	2.4	-999.0	-999.0	1.7	0.7	-999.0	82	C_424:R_756
1951-03-01	0.0	-5.9	-3.1	-1.1	5805	0.7	-999.0	-999.0	1.7	0.6	-999.0	80	C_424:R_756
1951-03-02	0.0	-4.0	-2.9	-1.1	7259	2.2	-999.0	-999.0	1.8	0.6	-999.0	86	C_424:R_756
1951-03-03	0.0	-4.6	-1.6	-0.2	5320	0.0	-999.0	-999.0	2.8	0.7	-999.0	81	C_424:R_756
1951-03-04	5.0	-2.9	-1.9	-0.5	5396	0.0	-999.0	-999.0	2.0	0.6	-999.0	88	C_424:R_756
1951-03-05	0.0	-7.8	-4.3	0.2	8575	3.3	-999.0	-999.0	1.1	0.8	-999.0	70	C_424:R_756
1951-03-06	0.0	-9.1	-1.8	2.5	7446	2.0	-999.0	-999.0	1.0	0.9	-999.0	61	C_424:R_756
1951-03-07	0.0	-10.1	-1.3	1.8	7826	2.3	-999.0	-999.0	2.6	1.1	-999.0	60	C_424:R_756
1951-03-08	0.0	-0.2	1.4	4.8	6765	1.1	-999.0	-999.0	3.8	1.1	-999.0	80	C_424:R_756
1951-03-09	7.1	0.0	1.6	4.3	5783	0.0	-999.0	-999.0	3.1	0.9	-999.0	82	C_424:R_756
1951-03-10	0.7	-1.9	-0.5	2.5	5861	0.0	-999.0	-999.0	2.0	0.8	-999.0	81	C_424:R_756
1951-03-11	0.3	-4.6	1.6	6.2	8905	3.0	-999.0	-999.0	3.0	1.4	-999.0	64	C_424:R_756
1951-03-12	0.0	0.8	3.1	7.2	8410	2.4	-999.0	-999.0	3.6	1.4	-999.0	76	C_424:R_756
1951-03-13	0.9	-0.8	8.8	15.7	12023	5.9	-999.0	-999.0	3.1	2.6	-999.0	53	C_424:R_756
1951-03-14	0.6	2.0	4.2	12.1	7291	1.1	-999.0	-999.0	4.8	2.1	-999.0	67	C_424:R_756
1951-03-15	0.0	1.4	7.0	12.9	15537	9.1	-999.0	-999.0	4.8	2.6	-999.0	64	C_424:R_756
1951-03-16	2.6	0.9	8.5	13.7	13016	6.5	-999.0	-999.0	1.8	2.0	-999.0	61	C_424:R_756
1951-03-17	0.7	6.4	10.4	17.4	12835	6.2	-999.0	-999.0	3.7	2.7	-999.0	66	C_424:R_756
1951-03-18	2.3	5.9	8.9	13.7	7124	0.6	-999.0	-999.0	4.3	2.0	-999.0	73	C_424:R_756
1951-03-19	1.0	5.8	8.4	14.1	7734	1.1	-999.0	-999.0	4.5	2.1	-999.0	72	C_424:R_756
1951-03-20	0.2	1.2	3.0	7.6	6871	0.2	-999.0	-999.0	3.2	1.3	-999.0	76	C_424:R_756
1951-03-21	0.0	-2.8	-1.6	1.8	12916	5.8	-999.0	-999.0	2.8	1.1	-999.0	81	C_424:R_756
1951-03-22	3.8	-5.9	1.7	8.2	16470	9.0	-999.0	-999.0	4.0	2.2	-999.0	56	C_424:R_756
1951-03-23	0.0	0.5	11.6	16.3	12082	4.8	-999.0	-999.0	5.8	3.3	-999.0	55	C_424:R_756
1951-03-24	8.1	0.0	3.1	12.8	6981	0.0	-999.0	-999.0	4.6	2.3	-999.0	61	C_424:R_756
1951-03-25	0.8	-2.1	0.3	3.4	9905	2.6	-999.0	-999.0	2.4	1.1	-999.0	78	C_424:R_756
1951-03-26	0.0	-3.7	1.8	5.3	14296	6.5	-999.0	-999.0	3.7	1.7	-999.0	69	C_424:R_756
1951-03-27	8.3	0.7	4.1	7.7	7221	0.0	-999.0	-999.0	4.4	1.5	-999.0	75	C_424:R_756
1951-03-28	0.7	-2.1	0.4	5.2	12762	4.9	-999.0	-999.0	3.4	1.5	-999.0	73	C_424:R_756
1951-03-29	0.0	-1.6	1.5	6.2	13771	5.7	-999.0	-999.0	1.8	1.6	-999.0	72	C_424:R_756
1951-03-30	0.0	-1.1	3.2	7.2	11858	3.9	-999.0	-999.0	1.6	1.5	-999.0	71	C_424:R_756
1951-03-31	4.1	1.6	3.6	6.4	7539	0.0	-999.0	-999.0	1.8	1.1	-999.0	81	C_424:R_756
1951-04-01	0.0	-1.2	5.0	11.3	19139	10.1	-999.0	-999.0	3.6	2.6	-999.0	61	C_424:R_756
1951-04-02	2.7	1.0	6.9	15.1	19167	10.0	-999.0	-999.0	3.4	3.1	-999.0	58	C_424:R_756
1951-04-03	0.7	3.2	4.8	8.8	10428	2.3	-999.0	-999.0	2.6	1.5	-999.0	79	C_424:R_756
1951-04-04	0.0	0.2	4.7	10.5	19563	10.1	-999.0	-999.0	2.8	2.4	-999.0	66	C_424:R_756
1951-04-05	0.1	1.2	7.0	10.4	9212	1.1	-999.0	-999.0	2.7	1.8	-999.0	69	C_424:R_756
1951-04-06	0.0	2.3	8.9	16.1	21127	11.2	-999.0	-999.0	2.1	3.1	-999.0	59	C_424:R_756
1951-04-07	0.2	4.0	11.9	18.5	21151	11.1	-999.0	-999.0	3.5	3.7	-999.0	58	C_424:R_756
1951-04-08	0.5	2.1	3.8	11.9	8279	0.1	-999.0	-999.0	4.1	2.1	-999.0	68	C_424:R_756
