Date	Precipitation	TempMin	TempMean	TempMax	Radiation	SunshineDuration	SoilMoisture	SoilTemperature	Windspeed	RefETcalc	RefETdwd	RelHumCalc	Gridcell
1951-01-01	0.8	-12.0	-3.4	-1.0	2218	1.3	-999.0	-999.0	2.7	0.7	-999.0	62	C_460:R_303
1951-01-02	0.0	-4.5	-2.1	0.2	1681	0.0	-999.0	-999.0	2.5	0.5	-999.0	80	C_460:R_303
1951-01-03	0.0	-4.4	0.2	1.6	1695	0.0	-999.0	-999.0	1.8	0.5	-999.0	76	C_460:R_303
1951-01-04	0.0	-0.4	0.9	3.8	2530	1.9	-999.0	-999.0	2.6	0.5	-999.0	82	C_460:R_303
1951-01-05	2.5	-0.5	2.7	4.5	1728	0.0	-999.0	-999.0	3.1	0.7	-999.0	80	C_460:R_303
1951-01-06	1.0	3.5	4.7	6.4	1746	0.0	-999.0	-999.0	2.3	0.5	-999.0	87	C_460:R_303
1951-01-07	0.3	2.3	5.7	7.3	1897	0.3	-999.0	-999.0	5.3	1.0	-999.0	80	C_460:R_303
1951-01-08	0.8	3.4	4.2	6.5	1962	0.4	-999.0	-999.0	3.4	0.6	-999.0	86	C_460:R_303
1951-01-09	3.5	2.5	3.8	6.0	1806	0.0	-999.0	-999.0	3.7	0.7	-999.0	85	C_460:R_303
1951-01-10	0.2	0.5	1.9	6.2	4398	5.7	-999.0	-999.0	2.2	0.5	-999.0	78	C_460:R_303
1951-01-11	0.2	0.0	6.5	7.7	1852	0.0	-999.0	-999.0	4.1	1.2	-999.0	73	C_460:R_303
1951-01-12	0.3	6.0	7.4	11.6	2473	1.3	-999.0	-999.0	3.0	0.9	-999.0	79	C_460:R_303
1951-01-13	0.0	1.1	3.2	6.0	2134	0.5	-999.0	-999.0	2.6	0.6	-999.0	80	C_460:R_303
1951-01-14	2.5	1.6	4.7	6.8	3659	3.7	-999.0	-999.0	3.5	0.7	-999.0	80	C_460:R_303
1951-01-15	6.0	1.5	2.8	5.9	1958	0.0	-999.0	-999.0	3.7	0.8	-999.0	82	C_460:R_303
1951-01-16	0.3	-0.9	0.7	3.8	2559	1.2	-999.0	-999.0	3.6	0.7	-999.0	81	C_460:R_303
1951-01-17	9.1	-1.2	2.2	3.6	2403	0.8	-999.0	-999.0	3.8	0.7	-999.0	80	C_460:R_303
1951-01-18	12.8	2.3	4.3	4.9	2050	0.0	-999.0	-999.0	5.4	0.6	-999.0	87	C_460:R_303
1951-01-19	5.8	2.8	3.7	4.9	2082	0.0	-999.0	-999.0	5.4	0.6	-999.0	89	C_460:R_303
1951-01-20	0.1	0.5	2.8	3.7	2116	0.0	-999.0	-999.0	4.5	0.6	-999.0	85	C_460:R_303
1951-01-21	0.0	-4.0	-1.8	2.9	5165	6.0	-999.0	-999.0	2.5	0.5	-999.0	74	C_460:R_303
1951-01-22	0.9	-6.0	-0.8	1.2	2239	0.1	-999.0	-999.0	1.5	0.5	-999.0	73	C_460:R_303
1951-01-23	0.8	1.0	2.4	4.0	2225	0.0	-999.0	-999.0	0.9	0.3	-999.0	86	C_460:R_303
1951-01-24	0.1	-2.9	-1.4	2.0	2264	0.0	-999.0	-999.0	2.2	0.5	-999.0	80	C_460:R_303
1951-01-25	0.9	-7.9	-5.3	-1.9	5613	6.3	-999.0	-999.0	2.9	0.5	-999.0	76	C_460:R_303
1951-01-26	1.9	-7.0	-5.6	-4.4	2344	0.0	-999.0	-999.0	1.7	0.3	-999.0	87	C_460:R_303
1951-01-27	0.0	-4.5	0.3	2.3	2655	0.5	-999.0	-999.0	1.6	0.6	-999.0	74	C_460:R_303
1951-01-28	0.0	-2.8	-1.9	0.8	2430	0.0	-999.0	-999.0	1.7	0.4	-999.0	84	C_460:R_303
1951-01-29	0.0	-1.6	0.5	3.6	2749	0.5	-999.0	-999.0	1.5	0.5	-999.0	79	C_460:R_303
1951-01-30	0.0	-4.3	-3.2	0.4	5640	5.6	-999.0	-999.0	1.4	0.3	-999.0	80	C_460:R_303
1951-01-31	0.0	-7.2	-4.0	-1.5	3581	1.8	-999.0	-999.0	1.3	0.4	-999.0	77	C_460:R_303
