Date	Precipitation	TempMin	TempMean	TempMax	Radiation	Windspeed	RefET	Gridcell	RelHumCalc
1901-01-01	0.0	-8.1	-6.7	0.4	-99.9	-99.9	7.1	C_157:R_525	0.69
1901-01-02	0.0	-11.2	-8.8	-5.2	-99.9	-99.9	5.1	C_157:R_525	0.76
1901-01-03	0.0	-10.9	-8.9	-5.3	-99.9	-99.9	5.0	C_157:R_525	0.77
1901-01-04	0.0	-12.7	-9.3	-5.9	-99.9	-99.9	4.6	C_157:R_525	0.73
1901-01-05	0.0	-12.1	-10.5	-5.9	-99.9	-99.9	4.6	C_157:R_525	0.75
1901-01-06	0.0	-13.9	-11.3	-7.3	-99.9	-99.9	4.0	C_157:R_525	0.73
1901-01-07	0.0	-12.8	-7.9	-3.4	-99.9	-99.9	4.8	C_157:R_525	0.66
1901-01-08	0.8	-9.8	-4.9	-0.7	-99.9	-99.9	5.7	C_157:R_525	0.67
1901-01-09	0.0	-4.9	-2.1	2.4	-99.9	-99.9	6.9	C_157:R_525	0.73
1901-01-10	0.0	-8.3	-5.6	-1.6	-99.9	-99.9	5.4	C_157:R_525	0.74
1901-01-11	0.0	-8.7	-4.1	-0.9	-99.9	-99.9	5.4	C_157:R_525	0.71
1901-01-12	0.0	-6.4	-2.4	1.1	-99.9	-99.9	5.9	C_157:R_525	0.72
1901-01-13	0.0	-7.2	-6.0	-1.7	-99.9	-99.9	5.0	C_157:R_525	0.78
1901-01-14	0.0	-10.8	-7.9	-4.1	-99.9	-99.9	4.0	C_157:R_525	0.74
1901-01-15	0.0	-11.5	-5.7	0.4	-99.9	-99.9	4.7	C_157:R_525	0.60
1901-01-16	0.0	-10.3	-6.4	-1.6	-99.9	-99.9	4.3	C_157:R_525	0.68
1901-01-17	0.0	-12.4	-7.6	-1.7	-99.9	-99.9	3.9	C_157:R_525	0.63
1901-01-18	0.0	-13.3	-9.7	-6.9	-99.9	-99.9	2.8	C_157:R_525	0.74
1901-01-19	1.8	-11.1	-4.3	0.0	-99.9	-99.9	4.0	C_157:R_525	0.62
1901-01-20	4.1	-3.8	4.0	6.7	-99.9	-99.9	5.8	C_157:R_525	0.65
1901-01-21	0.0	2.0	4.6	9.3	-99.9	-99.9	6.1	C_157:R_525	0.74
1901-01-22	0.0	1.6	5.7	7.7	-99.9	-99.9	5.5	C_157:R_525	0.78
1901-01-23	0.0	0.7	3.4	7.6	-99.9	-99.9	5.2	C_157:R_525	0.75
