POINT_X,POINT_Y
51.3358849,13.10070176
51.779996,13.279261
53.753681,13.227606
49.18456,7.32528
53.12736014,11.15714522
50.33433,8.13189
50.42544752,11.90896996
50.43329333,11.86338449
50.44868249,11.84739615
51.99828897,12.89084527
51.99569264,12.86172828
51.97721383,12.84334533
51.96125495,12.87224106
51.94785999,12.90693137
53.06543218,7.922539301
53.06252465,7.919917549
53.0628109,7.879979774
52.97461601,8.498544521
50.84196983,6.706671393
52.30662191,7.327622688
