run-id;use_vernalisation_fix;yields;daily-yields;soil-events;bgr;pheno;sowing-date;harvest-date;nc_mode;crop-id;sim.json;crop.json;site.json;incl_hist;climate_path_to_latlon_file;climate_path_to_csvs;gcm;rcm;scenario;ensmem;version;start_date;end_date;groundwater-level;impenetrable-layer;elevation;slope;latitude;landcover;fertilization;NitrogenResponseOn;irrigation;WaterDeficitResponseOn;EmergenceMoistureControlOn;EmergenceFloodingControlOn;LeafExtensionModifier;CO2;O3;FieldConditionModifier;StageTemperatureSum;comment
1;true;false;true;false;false;false;fixed;auto;false;WW_sfix_hauto;sim_scr.json;crop_scr.json;site.json;false;dwd/csvs;dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30;;;;;;1980-01-01;2020-12-31;false;false;true;true;true;false;true;true;false;true;false;false;false;;;1;;scr_lhs_winter_wheat_1980_2020
