1,3343.6
2,9230.1
3,3331.2
4,3460.1
5,7229.9
6,1019.5
7,5112.1
8,1296.5
9,8557.2
10,13215.2
11,4682.1
12,1322.1
13,4020.3
14,4615.1
15,3087.7
16,3471.6
17,5501.4
18,13297.8
19,5842.5
20,6463.1
21,5441.4
22,4896.9
23,3762.9
24,5035.1
25,6868.5
26,7558.8
27,6836.2
28,4388.1
29,4203
30,5242.2
31,4642.8
32,4618.2
33,4517.8
34,9043.2
35,10032.2
36,12667
37,12223.8
38,12746.3
39,6260.3
40,5537.1
41,4871.3
42,4880
43,5358.2
44,12288.5
45,5338.3
46,4970.6
47,5486.7
48,8061.8
49,5102.2
50,4944.1
51,4754.9
52,3565.9
53,11685.8
54,7436.5
55,5707.3
56,9090.2
57,5722.7
58,9546.9
59,3229.2
60,3194.7
61,4877.8
62,9264.4
63,5801.1
64,9309.7
65,5264.1
66,8561.4
67,1218
68,5086.1
69,1380.9
70,4352.5
71,3694.8
72,5589.3
73,3314.3
74,3290.9
75,2082.4
76,4823.2
77,4952.8
78,4025.8
79,12903.2
80,8738.9
81,3406.4
