Date	Precipitation	TempMin	TempMean	TempMax	Radiation	SunshineDuration	SoilMoisture	SoilTemperature	Windspeed	RefETcalc	RefETdwd	RelHumCalc	Gridcell
1951-01-01	0.5	-12.5	-4.7	-1.5	2025	0.9	-999.0	-999.0	2.7	0.7	-999.0	61	C_563:R_277
1951-01-02	0.0	-4.1	-3.0	-0.5	2642	2.3	-999.0	-999.0	2.5	0.4	-999.0	84	C_563:R_277
1951-01-03	0.9	-5.2	-1.2	-0.3	1669	0.0	-999.0	-999.0	1.8	0.4	-999.0	79	C_563:R_277
1951-01-04	0.0	-3.0	-0.8	2.0	2119	1.0	-999.0	-999.0	2.6	0.5	-999.0	80	C_563:R_277
1951-01-05	3.9	-1.7	1.8	2.8	1701	0.0	-999.0	-999.0	3.1	0.6	-999.0	81	C_563:R_277
1951-01-06	3.0	2.5	4.2	6.0	2336	1.4	-999.0	-999.0	2.3	0.5	-999.0	85	C_563:R_277
1951-01-07	5.5	1.4	4.7	6.7	1782	0.1	-999.0	-999.0	5.3	1.0	-999.0	79	C_563:R_277
1951-01-08	1.1	1.1	2.3	5.3	1847	0.2	-999.0	-999.0	3.4	0.7	-999.0	82	C_563:R_277
1951-01-09	6.3	1.4	3.0	5.8	2185	0.9	-999.0	-999.0	3.7	0.7	-999.0	82	C_563:R_277
1951-01-10	0.3	0.0	1.1	3.6	2711	2.0	-999.0	-999.0	2.2	0.4	-999.0	84	C_563:R_277
1951-01-11	0.6	-0.4	6.0	7.8	1825	0.0	-999.0	-999.0	4.1	1.2	-999.0	71	C_563:R_277
1951-01-12	0.5	3.5	5.4	9.4	4117	4.9	-999.0	-999.0	3.0	0.7	-999.0	78	C_563:R_277
1951-01-13	0.0	1.2	3.1	4.5	1876	0.0	-999.0	-999.0	2.6	0.6	-999.0	85	C_563:R_277
1951-01-14	1.1	0.8	4.0	6.4	4307	5.1	-999.0	-999.0	3.5	0.7	-999.0	78	C_563:R_277
1951-01-15	7.7	0.8	3.1	5.1	1931	0.0	-999.0	-999.0	3.7	0.7	-999.0	82	C_563:R_277
1951-01-16	0.1	0.0	1.6	3.4	2297	0.7	-999.0	-999.0	3.6	0.6	-999.0	85	C_563:R_277
1951-01-17	7.8	-0.4	1.2	3.8	2039	0.1	-999.0	-999.0	3.8	0.7	-999.0	82	C_563:R_277
1951-01-18	5.1	0.5	3.9	4.7	2022	0.0	-999.0	-999.0	5.4	0.8	-999.0	82	C_563:R_277
1951-01-19	4.7	3.1	3.6	4.6	2055	0.0	-999.0	-999.0	5.4	0.5	-999.0	91	C_563:R_277
1951-01-20	0.6	1.0	2.9	3.7	2089	0.0	-999.0	-999.0	4.5	0.6	-999.0	87	C_563:R_277
1951-01-21	0.0	-4.1	-2.1	3.2	3442	2.6	-999.0	-999.0	2.5	0.7	-999.0	73	C_563:R_277
1951-01-22	0.6	-6.9	-2.5	-0.3	3134	1.9	-999.0	-999.0	1.5	0.4	-999.0	74	C_563:R_277
1951-01-23	2.8	-1.4	0.2	1.3	2197	0.0	-999.0	-999.0	0.9	0.3	-999.0	87	C_563:R_277
1951-01-24	0.0	-6.4	-4.2	-0.1	2236	0.0	-999.0	-999.0	2.2	0.6	-999.0	75	C_563:R_277
1951-01-25	0.0	-10.3	-6.9	-4.1	6523	8.0	-999.0	-999.0	2.9	0.4	-999.0	75	C_563:R_277
1951-01-26	0.0	-8.7	-6.1	-5.0	2316	0.0	-999.0	-999.0	1.7	0.3	-999.0	83	C_563:R_277
1951-01-27	0.0	-5.7	-0.5	1.6	3337	1.8	-999.0	-999.0	1.6	0.5	-999.0	73	C_563:R_277
1951-01-28	0.0	-4.5	-2.9	-0.8	2676	0.5	-999.0	-999.0	1.7	0.4	-999.0	83	C_563:R_277
1951-01-29	0.0	-2.6	-0.7	0.6	4227	3.2	-999.0	-999.0	1.5	0.3	-999.0	85	C_563:R_277
1951-01-30	0.0	-7.5	-5.6	-1.4	7112	8.2	-999.0	-999.0	1.4	0.3	-999.0	76	C_563:R_277
1951-01-31	0.0	-8.5	-5.3	-2.3	5333	4.9	-999.0	-999.0	1.3	0.4	-999.0	75	C_563:R_277
1951-02-01	0.0	-5.8	-2.8	-0.7	2643	0.1	-999.0	-999.0	0.7	0.3	-999.0	79	C_563:R_277
1951-02-02	0.1	-8.0	-5.6	-2.4	2634	0.0	-999.0	-999.0	1.4	0.4	-999.0	77	C_563:R_277
1951-02-03	0.0	-11.1	-3.6	-2.1	2862	0.3	-999.0	-999.0	2.3	0.6	-999.0	67	C_563:R_277
1951-02-04	0.0	-3.4	-0.2	2.6	5072	3.9	-999.0	-999.0	3.4	0.7	-999.0	77	C_563:R_277
1951-02-05	0.0	-4.6	0.4	4.1	4668	3.1	-999.0	-999.0	2.6	0.9	-999.0	69	C_563:R_277
