ele,time,magvar,geoidheigh,name,cmt,desc_,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsd,dgpsid,locus_icon,field_id,FID_1,POINT_X,POINT_Y,POINT_Z,POINT_M
40.000000000000000,2024/03/21 08:06:44.160,0.000000000000000,0.000000000000000,2024-03-21 09:06:07 474 zone1,,,,,,,,,,,,,0,4.240000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,474,0,8.51719050000,53.02691510000,40.00000000000,#NUM!
37.000000000000000,2024/03/21 09:04:58.276,0.000000000000000,0.000000000000000,2024-03-21 10:04:45 buermann 474 zone2,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,474,0,8.51614200000,53.02627190000,37.00000000000,#NUM!
41.000000000000000,2024/03/21 11:43:30.499,0.000000000000000,0.000000000000000,2024-03-21 12:43:16 475 Nord zone1,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,475,0,8.49883140000,52.97513960000,41.00000000000,#NUM!
38.000000000000000,2024/03/21 12:41:30.544,0.000000000000000,0.000000000000000,2024-03-21 13:41:09 hengsterholz 475 zone1 sued,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,475,0,8.49808370000,52.97434600000,38.00000000000,#NUM!
10.000000000000000,2024/03/22 09:46:05.073,0.000000000000000,0.000000000000000,2024-03-22 10:45:56 kroop zone3,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,46,0,9.13253460000,52.94216580000,10.00000000000,#NUM!
8.000000000000000,2024/03/22 10:56:05.450,0.000000000000000,0.000000000000000,2024-03-22 11:55:58 kroop zone2,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,46,0,9.13360320000,52.94120360000,8.00000000000,#NUM!
5.000000000000000,2024/03/22 11:23:16.379,0.000000000000000,0.000000000000000,2024-03-22 12:23:04 kroop zone1,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,46,0,9.13193900000,52.94168560000,5.00000000000,#NUM!
34.000000000000000,2024/03/23 07:19:02.605,0.000000000000000,0.000000000000000,2024-03-23 08:18:47 Agris49 zone1,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,49,0,6.19316360000,51.70366130000,34.00000000000,#NUM!
35.000000000000000,2024/03/23 08:23:52.891,0.000000000000000,0.000000000000000,2024-03-23 09:23:42 Agris49 zone2,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,49,0,6.19231430000,51.70322170000,35.00000000000,#NUM!
41.000000000000000,2024/03/23 09:16:44.359,0.000000000000000,0.000000000000000,2024-03-23 10:16:30 agris54 zone1,,,,,,,,,,,,,0,3.810000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,54,0,6.25072810000,51.72174830000,41.00000000000,#NUM!
65.000000000000000,2024/03/25 12:51:41.676,0.000000000000000,0.000000000000000,2024-03-25 13:51:26 huthmacher1 zone 2,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,40,0,6.73218840000,51.03648960000,65.00000000000,#NUM!
68.000000000000000,2024/03/25 14:19:41.918,0.000000000000000,0.000000000000000,2024-03-25 15:19:30 huthmacher1 zone1,,,,,,,,,,,,,0,3.900000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,40,0,6.73283230000,51.03714490000,68.00000000000,#NUM!
63.000000000000000,2024/03/25 14:21:57.362,0.000000000000000,0.000000000000000,2024-03-25 15:21:48 huthmacher1 zone3,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,40,0,6.73423620000,51.03655790000,63.00000000000,#NUM!
62.000000000000000,2024/03/25 15:12:33.908,0.000000000000000,0.000000000000000,2024-03-25 16:12:24 huthmacher2 zone1,,,,,,,,,,,,,0,3.790000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,,133,0,6.73075780000,51.03619460000,62.00000000000,#NUM!
